Departamento,Municipio,Centro_Poblado,Latitud,Longitud,Tipo,Pregunta
ANTIOQUIA,CAUCASIA,CAUCASIA,"7,988750","-75,222500",9749,"¿Cómo se califica CAUCASIA; CAUCASIA; ANTIOQUIA; 7,988750; -75,222500 ; 9749; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,COCORNÁ,LA PIÑUELA,"6,013610","-75,100120",2626,"¿Cómo se califica LA PIÑUELA; COCORNÁ; ANTIOQUIA; 6,013610; -75,100120 ; 2626; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,CÁCERES,PIAMONTE,"7,791270","-75,209000",7386,"¿Cómo se califica PIAMONTE; CÁCERES; ANTIOQUIA; 7,791270; -75,209000 ; 7386; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ATLÁNTICO,CAMPO DE LA CRUZ,BOHÓRQUEZ,"10,482950","-74,825150",15272,"¿Cómo se califica BOHÓRQUEZ; CAMPO DE LA CRUZ; ATLÁNTICO; 10,482950; -74,825150 ; 15272; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CUNDINAMARCA,CAJICÁ,BOSQUE MADERO,"4,878620","-74,018250",11502,"¿Cómo se califica BOSQUE MADERO; CAJICÁ; CUNDINAMARCA; 4,878620; -74,018250 ; 11502; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,CHINÚ,TIERRA GRATA,"9,068310","-75,417350",9867,"¿Cómo se califica TIERRA GRATA; CHINÚ; CÓRDOBA; 9,068310; -75,417350 ; 9867; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,BUENAVISTA,VERACRUZ,"8,192450","-75,460340",8074,"¿Cómo se califica VERACRUZ; BUENAVISTA; CÓRDOBA; 8,192450; -75,460340 ; 8074; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,COPACABANA,EL LLANO,"6,342040","-75,519330",949,"¿Cómo se califica EL LLANO; COPACABANA; ANTIOQUIA; 6,342040; -75,519330 ; 949; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,CAUCASIA,CAUCASIA,"7,988750","-75,222500",7835,"¿Cómo se califica CAUCASIA; CAUCASIA; ANTIOQUIA; 7,988750; -75,222500 ; 7835; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,BUENAVISTA,NUEVA ESTACIÓN,"8,266960","-75,503310",8026,"¿Cómo se califica NUEVA ESTACIÓN; BUENAVISTA; CÓRDOBA; 8,266960; -75,503310 ; 8026; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,CÁCERES,PUERTO SANTO,"7,827990","-75,205530",7432,"¿Cómo se califica PUERTO SANTO; CÁCERES; ANTIOQUIA; 7,827990; -75,205530 ; 7432; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CUNDINAMARCA,CAPARRAPÍ,EL DINDAL,"5,325820","-74,565700",4533,"¿Cómo se califica EL DINDAL; CAPARRAPÍ; CUNDINAMARCA; 5,325820; -74,565700 ; 4533; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
BOLÍVAR,CALAMAR,CALAMAR,"10,265480","-74,911830",14905,"¿Cómo se califica CALAMAR; CALAMAR; BOLÍVAR; 10,265480; -74,911830 ; 14905; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CUNDINAMARCA,GUADUAS,GUADUAS,"5,129550","-74,589750",4264,"¿Cómo se califica GUADUAS; GUADUAS; CUNDINAMARCA; 5,129550; -74,589750 ; 4264; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,CHINÚ,BAJO DE PIEDRA,"9,090600","-75,406990",12006,"¿Cómo se califica BAJO DE PIEDRA; CHINÚ; CÓRDOBA; 9,090600; -75,406990 ; 12006; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,COPACABANA,EL SALADO,"6,371850","-75,489390",1131,"¿Cómo se califica EL SALADO; COPACABANA; ANTIOQUIA; 6,371850; -75,489390 ; 1131; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,CAUCASIA,CASERÍO CONJUNTO CAÑA FISTULA,"7,965310","-75,179030",9675,"¿Cómo se califica CASERÍO CONJUNTO CAÑA FISTULA; CAUCASIA; ANTIOQUIA; 7,965310; -75,179030 ; 9675; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
VALLE DEL CAUCA,BUGALAGRANDE,EL OVERO (SECTOR POBLADO),"4,237520","-76,129390",1569,"¿Cómo se califica EL OVERO (SECTOR POBLADO); BUGALAGRANDE; VALLE DEL CAUCA; 4,237520; -76,129390 ; 1569; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,CÁCERES,PUERTO SANTO,"7,827990","-75,205530",7562,"¿Cómo se califica PUERTO SANTO; CÁCERES; ANTIOQUIA; 7,827990; -75,205530 ; 7562; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,BUENAVISTA,VILLA FÁTIMA,"8,148380","-75,422390",8027,"¿Cómo se califica VILLA FÁTIMA; BUENAVISTA; CÓRDOBA; 8,148380; -75,422390 ; 8027; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CUNDINAMARCA,CHÍA,CHÍA,"4,865760","-74,024200",11466,"¿Cómo se califica CHÍA; CHÍA; CUNDINAMARCA; 4,865760; -74,024200 ; 11466; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CUNDINAMARCA,LA CALERA,EL SALITRE,"4,700590","-73,981930",11079,"¿Cómo se califica EL SALITRE; LA CALERA; CUNDINAMARCA; 4,700590; -73,981930 ; 11079; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CUNDINAMARCA,COTA,COTA,"4,820770","-74,089220",11134,"¿Cómo se califica COTA; COTA; CUNDINAMARCA; 4,820770; -74,089220 ; 11134; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,CERETÉ,EL QUEMADO,"8,870050","-75,798840",8949,"¿Cómo se califica EL QUEMADO; CERETÉ; CÓRDOBA; 8,870050; -75,798840 ; 8949; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,BRICEÑO,BRICEÑO,"7,087020","-75,470590",4568,"¿Cómo se califica BRICEÑO; BRICEÑO; ANTIOQUIA; 7,087020; -75,470590 ; 4568; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,CERETÉ,RETIRO DE LOS INDIOS,"8,859040","-75,807940",8933,"¿Cómo se califica RETIRO DE LOS INDIOS; CERETÉ; CÓRDOBA; 8,859040; -75,807940 ; 8933; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,CÁCERES,RÍO MAN,"7,962270","-75,204000",7734,"¿Cómo se califica RÍO MAN; CÁCERES; ANTIOQUIA; 7,962270; -75,204000 ; 7734; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,BARBOSA,BARBOSA,"6,458820","-75,364720",1998,"¿Cómo se califica BARBOSA; BARBOSA; ANTIOQUIA; 6,458820; -75,364720 ; 1998; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,CHINÚ,BAJO DE PIEDRA,"9,090600","-75,406990",9920,"¿Cómo se califica BAJO DE PIEDRA; CHINÚ; CÓRDOBA; 9,090600; -75,406990 ; 9920; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
SANTANDER,CIMITARRA,PRIMAVERA,"6,516970","-74,374070",5991,"¿Cómo se califica PRIMAVERA; CIMITARRA; SANTANDER; 6,516970; -74,374070 ; 5991; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,CHINÚ,VILLA FÁTIMA,"9,045720","-75,450490",11895,"¿Cómo se califica VILLA FÁTIMA; CHINÚ; CÓRDOBA; 9,045720; -75,450490 ; 11895; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,BUENAVISTA,PUERTO CÓRDOBA,"8,075600","-75,367040",7865,"¿Cómo se califica PUERTO CÓRDOBA; BUENAVISTA; CÓRDOBA; 8,075600; -75,367040 ; 7865; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,BARBOSA,EL PARAÍSO,"6,412600","-75,411640",1319,"¿Cómo se califica EL PARAÍSO; BARBOSA; ANTIOQUIA; 6,412600; -75,411640 ; 1319; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
MAGDALENA,CERRO DE SAN ANTONIO,PUERTO NIÑO (CHARANGA),"10,296260","-74,899200",12862,"¿Cómo se califica PUERTO NIÑO (CHARANGA); CERRO DE SAN ANTONIO; MAGDALENA; 10,296260; -74,899200 ; 12862; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ATLÁNTICO,CAMPO DE LA CRUZ,CAMPO DE LA CRUZ,"10,403760","-74,857810",13025,"¿Cómo se califica CAMPO DE LA CRUZ; CAMPO DE LA CRUZ; ATLÁNTICO; 10,403760; -74,857810 ; 13025; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CUNDINAMARCA,CHÍA,PUEBLO FUERTE,"4,849360","-74,075660",11202,"¿Cómo se califica PUEBLO FUERTE; CHÍA; CUNDINAMARCA; 4,849360; -74,075660 ; 11202; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
TOLIMA,COELLO,CALABOZO,"4,265860","-75,001050",6176,"¿Cómo se califica CALABOZO; COELLO; TOLIMA; 4,265860; -75,001050 ; 6176; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,BARBOSA,LA PRIMAVERA,"6,415970","-75,398650",1336,"¿Cómo se califica LA PRIMAVERA; BARBOSA; ANTIOQUIA; 6,415970; -75,398650 ; 1336; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,CERETÉ,MATEO GÓMEZ,"8,849000","-75,821910",8903,"¿Cómo se califica MATEO GÓMEZ; CERETÉ; CÓRDOBA; 8,849000; -75,821910 ; 8903; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
MAGDALENA,CERRO DE SAN ANTONIO,CERRO DE SAN ANTONIO,"10,306050","-74,893660",12871,"¿Cómo se califica CERRO DE SAN ANTONIO; CERRO DE SAN ANTONIO; MAGDALENA; 10,306050; -74,893660 ; 12871; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
MAGDALENA,CERRO DE SAN ANTONIO,CERRO DE SAN ANTONIO,"10,306050","-74,893660",14957,"¿Cómo se califica CERRO DE SAN ANTONIO; CERRO DE SAN ANTONIO; MAGDALENA; 10,306050; -74,893660 ; 14957; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,CHINÚ,TIERRA GRATA,"9,068310","-75,417350",11953,"¿Cómo se califica TIERRA GRATA; CHINÚ; CÓRDOBA; 9,068310; -75,417350 ; 11953; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CUNDINAMARCA,CAPARRAPÍ,EL DINDAL,"5,264050","-74,566060",5263,"¿Cómo se califica EL DINDAL; CAPARRAPÍ; CUNDINAMARCA; 5,264050; -74,566060 ; 5263; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,CHINÚ,CHINÚ,"9,118690","-75,393670",9999,"¿Cómo se califica CHINÚ; CHINÚ; CÓRDOBA; 9,118690; -75,393670 ; 9999; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,COPACABANA,EL LLANO,"6,342040","-75,519330",817,"¿Cómo se califica EL LLANO; COPACABANA; ANTIOQUIA; 6,342040; -75,519330 ; 817; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
VALLE DEL CAUCA,BUGALAGRANDE,MESTIZAL,"4,224270","-76,143780",1544,"¿Cómo se califica MESTIZAL; BUGALAGRANDE; VALLE DEL CAUCA; 4,224270; -76,143780 ; 1544; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,COTORRA,ABROJAL,"9,056630","-75,824740",9249,"¿Cómo se califica ABROJAL; COTORRA; CÓRDOBA; 9,056630; -75,824740 ; 9249; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
SUCRE,COROZAL,LAS BRUJAS,"9,345350","-75,283460",10756,"¿Cómo se califica LAS BRUJAS; COROZAL; SUCRE; 9,345350; -75,283460 ; 10756; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CUNDINAMARCA,CHÍA,CERCA DE PIEDRA,"4,845470","-74,079670",11179,"¿Cómo se califica CERCA DE PIEDRA; CHÍA; CUNDINAMARCA; 4,845470; -74,079670 ; 11179; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
TOLIMA,COELLO,LLANO DE LA VIRGEN,"4,246420","-74,878910",6634,"¿Cómo se califica LLANO DE LA VIRGEN; COELLO; TOLIMA; 4,246420; -74,878910 ; 6634; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CUNDINAMARCA,CAPARRAPÍ,SAN RAMÓN ALTO,"5,327160","-74,565620",5191,"¿Cómo se califica SAN RAMÓN ALTO; CAPARRAPÍ; CUNDINAMARCA; 5,327160; -74,565620 ; 5191; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CUNDINAMARCA,FACATATIVÁ,SAN RAFAEL BAJO,"4,828390","-74,379340",894,"¿Cómo se califica SAN RAFAEL BAJO; FACATATIVÁ; CUNDINAMARCA; 4,828390; -74,379340 ; 894; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CUNDINAMARCA,CUCUNUBÁ,CUCUNUBÁ,"5,263510","-73,791090",12956,"¿Cómo se califica CUCUNUBÁ; CUCUNUBÁ; CUNDINAMARCA; 5,263510; -73,791090 ; 12956; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CUNDINAMARCA,EL ROSAL,PUENTE EL ROSAL,"4,834260","-74,250320",8583,"¿Cómo se califica PUENTE EL ROSAL; EL ROSAL; CUNDINAMARCA; 4,834260; -74,250320 ; 8583; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,DONMATÍAS,DONMATÍAS,"6,508420","-75,395270",2191,"¿Cómo se califica DONMATÍAS; DONMATÍAS; ANTIOQUIA; 6,508420; -75,395270 ; 2191; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
BOLÍVAR,EL CARMEN DE BOLÍVAR,VERDÚN,"9,654090","-75,137480",11649,"¿Cómo se califica VERDÚN; EL CARMEN DE BOLÍVAR; BOLÍVAR; 9,654090; -75,137480 ; 11649; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
SANTANDER,CIMITARRA,EL ATERRADO,"6,513060","-74,422120",6022,"¿Cómo se califica EL ATERRADO; CIMITARRA; SANTANDER; 6,513060; -74,422120 ; 6022; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CUNDINAMARCA,COTA,RESGUARDO INDIGENA MUISCA DE COTA,"4,797730","-74,106770",11061,"¿Cómo se califica RESGUARDO INDIGENA MUISCA DE COTA; COTA; CUNDINAMARCA; 4,797730; -74,106770 ; 11061; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CUNDINAMARCA,CAPARRAPÍ,CAMBULO,"5,230910","-74,574480",5309,"¿Cómo se califica CAMBULO; CAPARRAPÍ; CUNDINAMARCA; 5,230910; -74,574480 ; 5309; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CÓRDOBA,CHINÚ,VILLA FÁTIMA,"9,045720","-75,450490",9809,"¿Cómo se califica VILLA FÁTIMA; CHINÚ; CÓRDOBA; 9,045720; -75,450490 ; 9809; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
ANTIOQUIA,DONMATÍAS,DONMATÍAS,"6,508420","-75,395270",2059,"¿Cómo se califica DONMATÍAS; DONMATÍAS; ANTIOQUIA; 6,508420; -75,395270 ; 2059; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
CUNDINAMARCA,FACATATIVÁ,LOS MANZANOS,"4,843170","-74,397710",938,"¿Cómo se califica LOS MANZANOS; FACATATIVÁ; CUNDINAMARCA; 4,843170; -74,397710 ; 938; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
BOLÍVAR,EL CARMEN DE BOLÍVAR,PADULA,"9,688650","-75,120610",11684,"¿Cómo se califica PADULA; EL CARMEN DE BOLÍVAR; BOLÍVAR; 9,688650; -75,120610 ; 11684; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
VALLE DEL CAUCA,EL CERRITO,EL PLACER,"3,642610","-76,295190",301,"¿Cómo se califica EL PLACER; EL CERRITO; VALLE DEL CAUCA; 3,642610; -76,295190 ; 301; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
SANTANDER,CIMITARRA,LA TRAVIATA,"6,460000","-74,289780",5834,"¿Cómo se califica LA TRAVIATA; CIMITARRA; SANTANDER; 6,460000; -74,289780 ; 5834; en todos los riesgos, el riesgo de contaminacioon se refiere a la contanminacion a la carga con sustancias prohibidad u otros elementos ilicitos?"
